0,1,2,3
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Butter Masala with 2 Butter Naan Combo,₹209,A flavor packed preparation with soft paneer cubes simmered in a thick gravy ... read more
New Dhaba Shere-Punjab Pure Veg Restaurant,Special Veg Fried Rice with Punjabi Lassi Combo,₹249,
New Dhaba Shere-Punjab Pure Veg Restaurant,Special Veg Biryani with Punjabi Lassi Combo,₹249,
New Dhaba Shere-Punjab Pure Veg Restaurant,Malai Kofta with 2 Butter Naan Combo,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Manchurian with Special Veg Fried Rice & Punjabi Lassi Combo,₹269,
New Dhaba Shere-Punjab Pure Veg Restaurant,Methi Chaman with 2 Butter Naan Combo,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Shahi Korma with 2 Butter Naan Combo,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Biryani with Coke [250 ml] Combo,₹229,A delightfully hearty combo containing protein packed paneer biryani served with raita & ... read more
New Dhaba Shere-Punjab Pure Veg Restaurant,Special Veg Biryani with Coke [250 ml] Combo,₹219,Rice & veggies cooked in a fragnant & flavorful masala seasoned with Indian ... read more
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Manchurian Gravy,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Mushroom Gravy,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom 65 Gravy,₹179,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Baby Corn Gravy,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Gobi Manchurian Gravy,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Matar Baby Corn,₹179,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Gobi Matar,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Dhaba Special Curry,₹229,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Korma,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Kofta,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Takatak,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Kali Mirch,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Capsicum,₹149,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Masala,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chana Mushroom,₹169,
New Dhaba Shere-Punjab Pure Veg Restaurant,Baby Corn Matar Masala,₹169,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom Matar Masala,₹179,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mix Veg Dry,₹149,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Baby Corn,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Paneer,₹149,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Matar,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Tikka Masala,₹229,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Shahi Korma,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Jaipuri,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Bhurji,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Korma,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Kolhapuri,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Kandhari,₹169,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Andhra Curry,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Baby Corn Masala,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chana Aloo Baby Corn,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Gobi Matar,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Korma,₹149,
New Dhaba Shere-Punjab Pure Veg Restaurant,Kadhai Paneer,₹189,A  creamy indulgence made by cooking paneer cubes in a tomato gravy ... read more
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Butter Masala,₹189,A flavored packed preparation with soft paneer cubes simmred in a thick gravy.
New Dhaba Shere-Punjab Pure Veg Restaurant,Chana Masala,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Methi Paneer,₹179,
New Dhaba Shere-Punjab Pure Veg Restaurant,Methi Chaman,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Dal Tadka,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Shahi Paneer,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Paneer Gravy,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer 65 Gravy,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Do Pyaza [Serves 2],₹189,Served with salad & chutney.
New Dhaba Shere-Punjab Pure Veg Restaurant,Chana Paneer,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Matar Paneer,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Tomato,₹129,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Dum,₹129,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Gobi,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Kadhai Veg,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom Masala,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom Matar,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Chana,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Jeera,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Aloo Fry,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Manchurian Gravy,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Gobi 65 Gravy,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Gobi Masala,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Gobi Gravy,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Malai Kofta [Serves 2],₹199,Served with salad and chutney.
New Dhaba Shere-Punjab Pure Veg Restaurant,Gobi Paneer,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Green Paes Masala,₹149,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mix Veg Curry,₹159,A delicious combo of vegetables cooked in low flame with Indian spices.
New Dhaba Shere-Punjab Pure Veg Restaurant,Phulka,₹17,
New Dhaba Shere-Punjab Pure Veg Restaurant,Butter Phulka,₹23,
New Dhaba Shere-Punjab Pure Veg Restaurant,Tandoori Roti,₹24,
New Dhaba Shere-Punjab Pure Veg Restaurant,Tandoori Butter Roti,₹29,
New Dhaba Shere-Punjab Pure Veg Restaurant,Plain Naan,₹33,
New Dhaba Shere-Punjab Pure Veg Restaurant,Butter Naan,₹39,
New Dhaba Shere-Punjab Pure Veg Restaurant,Garlic Naan,₹44,
New Dhaba Shere-Punjab Pure Veg Restaurant,Masala Kulcha,₹69,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Kulcha,₹89,
New Dhaba Shere-Punjab Pure Veg Restaurant,Plain Rice,₹129,
New Dhaba Shere-Punjab Pure Veg Restaurant,Jeera Rice,₹139,
New Dhaba Shere-Punjab Pure Veg Restaurant,Masala Rice,₹169,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Masala Rice,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Biryani,₹169,Rice & veggies cooked in a fragrant and flavorful masala seasoned with Indian ... read more
New Dhaba Shere-Punjab Pure Veg Restaurant,Biryani Rice,₹149,
New Dhaba Shere-Punjab Pure Veg Restaurant,Special Veg Biryani,₹190,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Biryani,₹199,A delightfully hearty combo containing protein-packed paneer biryani served with raita & gravy.
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Manchurian Dry,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Manchurian Wet,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Manchurian Dry,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Manchurian Wet,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom Manchurian Dry,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom Manchurian Wet,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Baby Corn Manchurian Dry,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Baby Corn Manchurian Wet,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Paneer Dry,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Paneer Wet,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Baby Corn Dry,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Baby Corn Wet,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Mushroom Dry,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Chilli Mushroom Wet,₹209,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer 65 Dry,₹229,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer 65 Wet,₹229,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom 65 Dry,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom 65 Wet,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Baby Corn 65 Dry,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Baby Corn 65 Wet,₹219,
New Dhaba Shere-Punjab Pure Veg Restaurant,Veg Fried Rice,₹149,"A flavorful dish prepared from stir-fried vegetables & rice,  served with raita"
New Dhaba Shere-Punjab Pure Veg Restaurant,Special Veg Fried Rice,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Onion Chilli Fried Rice,₹160,
New Dhaba Shere-Punjab Pure Veg Restaurant,Schezwan Veg Fried Rice,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Sweet Corn Veg Fried Rice,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Mushroom Fried Rice,₹189,
New Dhaba Shere-Punjab Pure Veg Restaurant,Paneer Fried Rice,₹199,
New Dhaba Shere-Punjab Pure Veg Restaurant,Manchurian Fried Rice [Serves 2],₹189,Served with salan & raita.
New Dhaba Shere-Punjab Pure Veg Restaurant,Pudina Chilli Fried Rice,₹159,
New Dhaba Shere-Punjab Pure Veg Restaurant,Lassi,₹59,
New Dhaba Shere-Punjab Pure Veg Restaurant,Onion Raita,₹20,
Kamat Takeaway,Chicken Fry Biryani,₹305,Hot & spicy tender chicken fry prepared separately and then topped with already ... read more
Kamat Takeaway,Kmt Special Chicken Dum Biryani,₹326,
Kamat Takeaway,Chicken Fry.,₹290,
Kamat Takeaway,Chicken Gongura,₹290,
Kamat Takeaway,Mutton Curry,₹371,Cooked in thick spiced gravy slowcooked homestyle to enrich flavours.
Kamat Takeaway,Chicken Lollipop (6 Pcs),₹348,
Kamat Takeaway,Curd Rice,₹104,"A South Indian dish made with rice, yogut and tempered with spices."
Kamat Takeaway,Chicken Curry,₹290,"Super delicious, tangy, and Andra-style chicken curry to give your taste buds a ... read more"
Kamat Takeaway,Chicken Liver Fry,₹290,
Kamat Takeaway,Egg Biryani,₹244,"An eggylicious biryani with boiled eggs coated with lip-smacking, aromatic masalas, spices and ... read more"
Kamat Takeaway,Kheema Fry,₹406,
Kamat Takeaway,Mutton Fry,₹371,
Kamat Takeaway,Chepala Pulusu,₹302,
Kamat Takeaway,Chicken Joints Fry (2 Pcs),₹290,
Kamat Takeaway,Chicken Fry Biryani,₹305,Hot & spicy tender chicken fry prepared separately and then topped with already ... read more
Kamat Takeaway,Curd Rice,₹104,"A South Indian dish made with rice, yogut and tempered with spices."
Kamat Takeaway,Egg Biryani,₹244,"An eggylicious biryani with boiled eggs coated with lip-smacking, aromatic masalas, spices and ... read more"
Kamat Takeaway,Kmt Special Chicken Dum Biryani,₹326,
Kamat Takeaway,Mutton Fry Biryani,₹394,"Juicy mutton pieces marinated with spices, herbs and cooked with dum rice in ... read more"
Kamat Takeaway,Mutton Kheema Biryani,₹464,
Kamat Takeaway,Plain Biryani Rice,₹209,[Veg preparation]
Kamat Takeaway,Plain Rice,₹81,
Kamat Takeaway,Prawns Fry Biryani,₹360,"Aromatic,mouth watering and authentic hyderabadi taste with marinated fresh prawns in layers of ... read more"
Kamat Takeaway,Chepala Pulusu,₹302,
Kamat Takeaway,Chicken Curry,₹290,"Super delicious, tangy, and Andra-style chicken curry to give your taste buds a ... read more"
Kamat Takeaway,Chicken Gongura,₹290,
Kamat Takeaway,Mutton Curry,₹371,Cooked in thick spiced gravy slowcooked homestyle to enrich flavours.
Kamat Takeaway,Prawn Curry,₹325,Prawns cooked with chopped onions and tomatoes in tomato gravy.
Kamat Takeaway,Sprite 600ml,₹38,
Kamat Takeaway,Thumsup 600Ml,₹36,
Kamat Takeaway,Water Bottle [500 Ml],₹19,
Kamat Takeaway,Chicken Lollipop (6 Pcs),₹348,
Kamat Takeaway,Birds Fry (quils),₹174,
Kamat Takeaway,Chicken Fry.,₹290,
Kamat Takeaway,Chicken Joints Fry (2 Pcs),₹290,
Kamat Takeaway,Chicken Liver Fry,₹290,
Kamat Takeaway,Kheema Fry,₹406,
Kamat Takeaway,Liver Mix Fry,₹290,
Kamat Takeaway,Mutton Fry,₹371,
Kamat Takeaway,Prawns Fry,₹325,
The Kitchen,Chicken Fried Rice,₹239,
The Kitchen,Boneless Chicken Curry,₹265,
The Kitchen,8 Phulka with Chicken Curry and Coke [250 ml],₹258,
The Kitchen,Mutton Keema,₹385,
The Kitchen,Butter Chicken,₹275,
The Kitchen,Kaju Tomato,₹239,
The Kitchen,Chilli Mushroom,₹239,
The Kitchen,Veg Schezwan Fried Rice,₹219,
The Kitchen,Double Chicken Roll,₹128,
The Kitchen,Chicken Manchurian,₹249,
The Kitchen,Methi Chaman,₹219,
The Kitchen,Rumali Roti,₹30,
The Kitchen,Mutton Curry,₹380,
The Kitchen,Mutton Kadai,₹380,
The Kitchen,Butter Garlic Prawns,₹320,
The Kitchen,Special Prawns Fried Rice,₹299,
The Kitchen,Prawns Fry,₹280,
The Kitchen,Kaju Chicken,₹299,
The Kitchen,Double Egg Double Chicken Roll,₹128,
The Kitchen,Chicken 65,₹265,
The Kitchen,Paneer 65,₹249,
The Kitchen,Egg Chicken Roll,₹128,
The Kitchen,Veg Mixed Fried Rice,₹229,
The Kitchen,Paneer Fried Rice,₹239,
The Kitchen,Paneer Korma,₹239,
The Kitchen,Paneer Kolhapuri,₹239,
The Kitchen,Egg Fried Rice,₹219,
The Kitchen,Chicken Roll [Jumbo],₹219,
The Kitchen,Chapati,₹20,
The Kitchen,Phulka,₹15,
The Kitchen,Chilli Chicken,₹249,
The Kitchen,Chicken Schezwan Fried Rice,₹249,
The Kitchen,Veg Fried Rice with Veg Manchurian,₹388,Veg Fried Rice+Veg Manchurian+2 Phulka+Coke [250 ml]
The Kitchen,Veg Noodles with Veg Manchurian,₹388,Veg Noodles+Veg Manchurian+2 Phulka+Coke [250 ml]
The Kitchen,8 Phulka with Paneer Butter Masala,₹258,8 Phulka+Paneer Butter Masala+Coke [250 ml]
The Kitchen,Egg Fried Rice with Veg Manchurian,₹388,Egg Fried Rice+Veg Manchurian+2 Phulka+Coke [250 ml]
The Kitchen,Egg Noodles with Veg Manchurian,₹388,Egg Noodles+Veg Manchurian+2 Phulka+Coke [250 ml]
The Kitchen,Chicken Fried Rice with Chilli Chicken,₹479,Chicken Fried Rice+Chilli Chicken+2 Phulka+Coke [250 ml]
The Kitchen,Chicken Noodles with Chilli Chicken,₹479,Chicken Noodles+Chilli Chicken+2 Phulka+Coke [250 ml]
The Kitchen,8 Phulka with Chicken Curry and Coke [250 ml],₹258,
The Kitchen,Egg Fried Rice with Chilli Chicken,₹453,Egg Fried Rice+Chilli Chicken+2 Phulka+Coke [250 ml]
The Kitchen,Egg Noodles with Chilli Chicken,₹453,Egg Noodles+Chilli Chicken+2 Phulka+Coke [250 ml]
The Kitchen,Chicken 65,₹265,
The Kitchen,Pepper Chicken,₹275,
The Kitchen,Chicken 555,₹275,
The Kitchen,Chicken Manchurian,₹249,
The Kitchen,Chilli Chicken,₹249,
The Kitchen,Dragon Chicken,₹299,
The Kitchen,Kaju Chicken,₹299,
The Kitchen,Chicken Majestic,₹249,
The Kitchen,Chicken Lollipop,₹275,
The Kitchen,Chilli Fish,₹289,
The Kitchen,Apollo Fish,₹289,
The Kitchen,Fish Manchurian,₹279,
The Kitchen,Loose Prawn,₹320,
The Kitchen,Butter Garlic Prawns,₹320,
The Kitchen,Honey Chicken,₹299,
The Kitchen,Chicken Joint Fry,₹219,
The Kitchen,Prawns Chilli,₹325,
The Kitchen,Prawns Manchurian,₹325,
The Kitchen,Prawns 65,₹325,
The Kitchen,Schezwan Prawns,₹335,
The Kitchen,Prawns Pepper Dry,₹325,
The Kitchen,Fish 65,₹335,
The Kitchen,Schezwan Fish,₹340,
The Kitchen,Fish Pepper Dry,₹335,
The Kitchen,Veg Manchurian,₹239,
The Kitchen,Crispy Corn,₹239,
The Kitchen,Paneer 65,₹249,
The Kitchen,Paneer Manchurian,₹259,
The Kitchen,Paneer Schezwan,₹269,
The Kitchen,Chilli Mushroom,₹239,
The Kitchen,Chilli Baby Corn,₹259,
The Kitchen,Chilli Paneer,₹269,
The Kitchen,Paneer Pepper Dry,₹269,
The Kitchen,Mushroom Manchurian,₹259,
The Kitchen,Mushroom 65,₹259,
The Kitchen,Schezwan Mushroom,₹259,
The Kitchen,Mushroom Pepper Dry,₹249,
The Kitchen,Baby Corn Manchurian,₹259,
The Kitchen,Baby Corn 65,₹259,
The Kitchen,Schezwan Baby Corn,₹269,
The Kitchen,Baby Corn Pepper Dry,₹259,
The Kitchen,Egg Masala,₹229,
The Kitchen,Egg Keema Curry,₹239,
The Kitchen,Egg Curry,₹128,
The Kitchen,Boneless Chicken Curry,₹265,
The Kitchen,Chicken Masala,₹265,
The Kitchen,Butter Chicken,₹275,
The Kitchen,Chicken Kolhapuri,₹275,
The Kitchen,Afghan Chicken,₹285,
The Kitchen,Punjabi Chicken,₹289,
The Kitchen,Natu Kodi Fry Special,₹385,
The Kitchen,Natu Kodi Curry,₹385,
The Kitchen,Chicken Curry,₹249,
The Kitchen,Mutton Curry,₹380,
The Kitchen,Mutton Keema,₹385,
The Kitchen,Mutton Rogan Josh,₹385,
The Kitchen,Prawn Curry,₹280,
The Kitchen,Chicken Fry,₹239,
The Kitchen,Chicken Kadai,₹260,
The Kitchen,Chicken Hyderabadi,₹260,
The Kitchen,Mughlai Chicken,₹280,
The Kitchen,Mutton Masala,₹355,
The Kitchen,Mutton Fry,₹355,
The Kitchen,Mutton Hyderabadi,₹380,
The Kitchen,Mutton Kadai,₹380,
The Kitchen,Mutton Kolhapuri,₹380,
The Kitchen,Prawns Masala,₹280,
The Kitchen,Prawns Fry,₹280,
The Kitchen,Prawns Hyderabadi,₹280,
The Kitchen,Prawns Kadai,₹280,
The Kitchen,Prawns Kolhapuri,₹280,
The Kitchen,Fish Curry,₹290,
The Kitchen,Fish Masala,₹290,
The Kitchen,Fish Fry,₹290,
The Kitchen,Hyderabadi Fish,₹290,
The Kitchen,Fish Kadai,₹290,
The Kitchen,Fish Kolhapuri,₹290,
The Kitchen,Methi Chaman,₹219,
The Kitchen,Kadhai Paneer,₹239,
The Kitchen,Paneer Korma,₹239,
The Kitchen,Kaju Curry,₹239,
The Kitchen,Paneer Kolhapuri,₹239,
The Kitchen,Paneer Hyderabadi,₹239,
The Kitchen,Veg Lachedar,₹229,
The Kitchen,Nizami Handi,₹229,
The Kitchen,Mix Veg Curry,₹239,
The Kitchen,Veg Kadai,₹239,
The Kitchen,Veg Kolhapuri,₹239,
The Kitchen,Mushroom Curry,₹239,
The Kitchen,Mushroom Kadai,₹239,
The Kitchen,Mushroom Kolhapuri,₹239,
The Kitchen,Mushroom Hyderabadi,₹239,
The Kitchen,Paneer Butter Masala,₹249,
